Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Draft_Position,Pos_CB,Pos_DB,Pos_DE,Pos_DT,Pos_EDGE,Pos_FB,Pos_FS,Pos_G,Pos_ILB,Pos_K,Pos_LB,Pos_LS,Pos_NT,Pos_OG,Pos_OL,Pos_OLB,Pos_OT,Pos_P,Pos_QB,Pos_RB,Pos_S,Pos_SS,Pos_TE,Pos_WR
72,246,4.68,32.0,28.0,117.0,7.45,4.18,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,194,4.47,33.0,16.0,115.0,7.19,4.35,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,226,4.7,33.0,21.0,118.0,7.19,4.26,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71,230,4.71,33.0,24.0,106.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,197,4.57,39.5,21.0,116.0,7.15,4.0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,321,5.38,25.0,19.0,98.0,8.17,4.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,194,4.56,33.0,11.0,115.0,7.19,4.35,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,203,4.56,33.0,21.0,115.0,7.19,4.35,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,323,5.49,29.0,26.0,98.0,7.95,4.91,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
75,251,4.76,32.5,18.0,116.0,7.17,3.94,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,194,4.62,31.0,8.0,112.0,7.19,4.35,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,233,4.73,33.0,17.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
78,319,5.41,28.0,31.0,105.0,7.97,4.66,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
73,224,4.95,30.0,21.0,119.0,7.44,4.34,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,259,4.97,29.0,24.0,108.0,7.39,4.48,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,229,5.08,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71,194,4.6,33.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71,186,4.34,36.0,15.0,120.0,6.97,3.75,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,241,4.75,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
78,307,5.3,33.0,30.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
67,195,4.5,34.0,21.0,121.0,7.09,4.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
74,240,4.79,30.5,21.0,110.0,7.66,4.41,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
76,268,4.97,32.5,22.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
75,210,4.54,34.5,21.0,115.0,7.04,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
70,193,4.58,33.0,21.0,115.0,7.19,4.35,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,219,4.84,33.0,21.0,115.0,7.19,4.35,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
68,204,4.35,41.5,15.0,128.0,6.7,3.91,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
78,243,5.04,30.5,21.0,110.0,7.65,4.62,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
77,271,4.8,32.5,25.0,109.0,6.94,4.38,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,218,4.47,38.0,18.0,124.0,6.68,3.89,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,191,4.87,33.0,21.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,281,5.06,34.5,24.0,110.0,7.96,4.68,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
70,204,4.46,39.0,20.0,124.0,7.19,4.35,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,289,4.81,36.5,21.0,118.0,7.19,4.32,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,244,4.86,33.0,25.0,115.0,7.19,4.35,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,204,4.8,33.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,301,5.06,30.0,30.0,99.0,7.53,4.24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,201,4.51,36.0,19.0,128.0,7.19,4.35,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,189,4.62,36.0,12.0,121.0,7.0,3.88,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,265,4.9,30.5,16.0,107.0,7.46,4.28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,344,5.16,24.5,31.0,93.0,7.93,4.84,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,306,5.84,24.0,21.0,93.0,8.09,4.63,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,298,5.07,32.0,19.0,111.0,7.72,4.41,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
75,274,5.03,33.0,24.0,108.0,7.19,4.75,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,234,4.67,33.0,24.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70,194,4.78,32.5,21.0,114.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
71,201,4.48,36.5,12.0,116.0,7.19,4.35,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,275,4.6,33.0,21.0,115.0,7.19,4.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,223,4.95,26.5,21.0,101.0,7.65,4.36,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,314,5.1,30.5,29.0,104.0,7.75,4.66,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
76,316,5.82,25.5,21.0,93.0,8.38,4.91,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
74,317,4.97,30.5,42.0,99.0,7.79,4.66,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,242,4.65,34.5,27.0,116.0,6.94,4.08,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,197,4.6,32.5,21.0,113.0,6.9,4.08,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
79,350,5.56,27.5,21.0,98.0,7.88,4.65,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
75,314,5.08,29.5,27.0,102.0,7.19,4.35,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,193,4.49,31.5,21.0,119.0,6.88,3.87,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
75,304,5.29,25.5,21.0,96.0,7.64,4.44,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,241,4.86,33.0,21.0,115.0,7.19,4.35,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,196,4.52,33.0,21.0,115.0,7.19,4.35,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,327,5.37,29.5,21.0,99.0,7.98,4.84,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
72,241,4.68,33.0,21.0,112.0,7.41,4.15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,210,4.9,33.0,21.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
73,245,4.8,32.5,23.0,114.0,7.65,4.52,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,267,5.09,33.0,21.0,115.0,7.19,4.35,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,197,4.46,33.0,21.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,230,4.51,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,290,5.21,26.5,28.0,100.0,7.39,4.1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,313,5.2,29.0,27.0,105.0,8.03,4.98,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
74,241,4.57,38.5,26.0,129.0,7.19,4.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,195,4.44,38.5,17.0,122.0,6.82,3.88,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,203,4.5,33.0,21.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
72,189,4.5,35.0,12.0,117.0,7.09,4.14,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,197,4.5,37.5,21.0,122.0,7.19,4.35,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,192,4.54,34.5,21.0,121.0,7.31,4.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
72,224,4.58,37.0,24.0,112.0,7.12,4.23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
74,254,4.65,34.0,16.0,120.0,7.48,4.46,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,224,4.57,37.0,21.0,112.0,7.15,4.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
76,265,4.65,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
76,321,5.05,32.5,29.0,105.0,7.19,4.35,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,242,4.61,34.5,21.0,118.0,6.94,3.94,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70,237,4.49,31.0,22.0,114.0,7.5,4.15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
75,281,4.77,33.0,21.0,115.0,7.19,4.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,249,4.8,33.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,177,4.49,33.0,21.0,115.0,7.19,4.35,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,281,5.0,31.5,14.0,113.0,7.38,4.35,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,233,4.61,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,187,4.31,37.5,14.0,121.0,6.84,4.03,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,248,4.97,32.5,22.0,114.0,7.5,4.41,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,254,4.84,30.0,19.0,106.0,7.51,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
74,209,4.54,33.0,15.0,115.0,7.19,4.35,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,332,5.0,31.0,34.0,109.0,7.8,4.88,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,223,4.61,34.0,14.0,116.0,7.06,4.02,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,258,4.5,35.5,34.0,123.0,7.38,4.11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73,237,4.56,36.5,22.0,114.0,7.39,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,188,4.5,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,300,5.3,31.0,31.0,109.0,7.56,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,312,5.14,31.5,21.0,105.0,8.31,4.58,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
76,234,4.62,37.0,21.0,121.0,7.06,4.13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
76,226,4.79,40.5,21.0,130.0,7.19,4.17,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
73,323,5.08,33.0,36.0,115.0,7.19,4.35,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,313,5.18,28.0,25.0,106.0,7.97,4.55,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,250,4.55,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,232,4.52,37.0,16.0,125.0,7.02,4.11,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,193,4.48,33.0,18.0,125.0,7.19,4.35,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,207,4.6,37.0,21.0,122.0,7.28,4.09,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,229,4.56,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,212,4.48,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
67,193,4.73,34.0,15.0,114.0,7.01,4.15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
73,196,4.66,33.0,11.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
78,260,5.03,33.0,21.0,114.0,7.33,4.44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
72,213,4.63,35.0,21.0,120.0,7.07,3.98,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
72,197,4.47,33.0,15.0,120.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
74,248,4.62,35.0,24.0,119.0,6.88,4.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
79,314,5.36,28.5,24.0,108.0,7.53,4.49,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
69,225,4.6,33.5,26.0,118.0,7.68,4.36,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
75,256,4.89,33.0,25.0,109.0,7.56,4.36,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,223,4.86,33.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
76,251,4.55,33.0,24.0,120.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
73,313,5.38,28.0,18.0,115.0,7.19,4.35,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,202,4.47,39.0,21.0,125.0,6.93,3.97,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
72,222,4.7,30.5,21.0,115.0,7.25,4.09,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
73,203,4.65,34.0,21.0,122.0,7.12,4.31,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
70,210,4.68,30.0,21.0,111.0,7.35,4.12,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
69,175,4.49,39.0,13.0,123.0,6.7,3.9,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,214,4.69,33.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,213,4.64,34.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,214,4.7,39.0,18.0,114.0,6.94,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
77,310,5.12,32.5,18.0,105.0,7.62,4.6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
74,289,5.12,29.5,28.0,106.0,7.53,4.55,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,218,4.93,27.5,21.0,106.0,7.29,4.39,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
78,242,5.03,29.0,21.0,103.0,7.67,4.62,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
79,325,5.51,34.0,26.0,100.0,7.62,4.66,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
69,214,4.4,35.0,18.0,121.0,6.81,4.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
71,219,4.52,33.0,22.0,115.0,7.19,4.35,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,279,4.93,32.5,23.0,107.0,7.57,4.4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,319,5.06,29.5,29.0,105.0,7.5,4.46,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
74,286,4.87,29.5,21.0,109.0,7.7,4.57,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,261,4.74,31.5,16.0,113.0,7.05,4.25,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,221,4.49,40.0,20.0,127.0,7.19,4.35,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
78,305,4.92,35.0,26.0,106.0,7.57,4.54,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
79,320,4.87,35.5,21.0,112.0,7.83,4.56,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
73,211,4.37,35.5,21.0,115.0,7.19,4.35,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,233,4.6,41.0,25.0,128.0,7.11,4.1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
77,227,5.1,33.0,21.0,115.0,7.19,4.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
70,222,4.62,33.0,21.0,115.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
76,265,4.78,38.0,25.0,121.0,7.11,4.1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
77,303,5.18,27.0,30.0,96.0,7.77,4.62,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
75,204,4.52,39.5,14.0,132.0,6.92,3.8,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,221,4.83,29.0,21.0,109.0,7.49,4.54,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
71,214,4.57,35.0,19.0,112.0,7.0,4.1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
70,210,4.56,34.5,14.0,118.0,7.13,4.28,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
75,247,4.7,39.0,25.0,126.0,7.05,4.29,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
75,236,4.56,34.0,21.0,113.0,7.08,4.12,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,201,4.37,39.5,21.0,128.0,6.96,3.98,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
73,196,4.46,36.0,21.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
73,216,4.8,32.0,16.0,113.0,7.78,4.63,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
80,314,5.2,33.0,24.0,115.0,7.19,4.35,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
77,309,5.18,31.5,24.0,108.0,7.61,4.56,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
71,250,4.59,30.0,25.0,108.0,7.54,4.28,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
76,318,5.6,29.0,23.0,93.0,7.84,4.92,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
72,233,4.43,34.0,18.0,117.0,7.1,4.08,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
74,196,4.45,41.5,21.0,128.0,6.99,3.94,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
75,313,5.4,30.5,23.0,105.0,7.72,4.51,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,316,5.06,31.5,21.0,109.0,7.93,4.67,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
77,329,4.93,33.0,21.0,115.0,7.19,4.35,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
75,221,4.63,36.5,13.0,123.0,7.2,4.24,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,337,5.06,31.5,23.0,106.0,7.8,4.68,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,311,5.53,23.5,18.0,89.0,8.17,4.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
76,320,5.35,28.0,29.0,111.0,7.9,4.59,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
72,209,4.46,37.5,21.0,118.0,7.09,4.08,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,294,4.91,32.5,35.0,115.0,7.23,4.2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,239,4.58,36.0,20.0,130.0,7.19,4.35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
72,267,4.84,35.0,25.0,122.0,7.24,4.41,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,304,5.36,28.0,22.0,98.0,8.03,4.72,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,213,4.51,40.5,16.0,127.0,7.1,3.98,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
